variant_id,positions_changed,num_words_changed,changes,euclidean_distance,cosine_similarity,cosine_distance,is_collision,is_near_collision
0,[78],1,"[{'position': 78, 'original_word': 'high', 'replacement_word': 'little'}]",0.0013915593,0.99999905,9.536743e-07,False,False
1,[131],1,"[{'position': 131, 'original_word': 'classification', 'replacement_word': 'to'}]",0.0010356565,0.99999934,6.556511e-07,False,False
2,[164],1,"[{'position': 164, 'original_word': 'texts,', 'replacement_word': 'but'}]",0.037934467,0.9991816,0.0008183718,False,False
3,[610],1,"[{'position': 610, 'original_word': 'perfect', 'replacement_word': 'little'}]",0.00071461854,0.9999999,1.1920929e-07,False,False
4,[859],1,"[{'position': 859, 'original_word': 'already', 'replacement_word': 'thing'}]",0.0010269909,0.99999946,5.364418e-07,False,False
5,[963],1,"[{'position': 963, 'original_word': 'Embedding', 'replacement_word': 'man'}]",0.037917156,0.9991827,0.0008172989,False,False
6,[1067],1,"[{'position': 1067, 'original_word': 'of', 'replacement_word': 'would'}]",0.0006808236,0.99999964,3.5762787e-07,False,False
7,[1514],1,"[{'position': 1514, 'original_word': 'F1)', 'replacement_word': 'good'}]",0.043928497,0.99890524,0.0010947585,False,False
8,[1557],1,"[{'position': 1557, 'original_word': 'into', 'replacement_word': 'person'}]",0.000930097,0.9999994,5.9604645e-07,False,False
9,[1731],1,"[{'position': 1731, 'original_word': '19', 'replacement_word': 'of'}]",0.03793792,0.9991816,0.0008183718,False,False
10,[1735],1,"[{'position': 1735, 'original_word': '8192', 'replacement_word': 'other'}]",0.043912243,0.99890584,0.0010941625,False,False
11,[1873],1,"[{'position': 1873, 'original_word': 'otherwise', 'replacement_word': 'the'}]",0.0013907967,0.9999989,1.0728836e-06,False,False
12,[1925],1,"[{'position': 1925, 'original_word': 'translation', 'replacement_word': 'own'}]",0.0058103963,0.999981,1.9013882e-05,False,False
13,[1972],1,"[{'position': 1972, 'original_word': 'vk\x01', 'replacement_word': 'little'}]",0.037865058,0.9991849,0.0008150935,False,False
14,[2113],1,"[{'position': 2113, 'original_word': 'no', 'replacement_word': 'the'}]",0.0013350148,0.99999917,8.34465e-07,False,False
15,[2254],1,"[{'position': 2254, 'original_word': 'i=01\x08', 'replacement_word': 'thing'}]",0.033856574,0.9993483,0.0006517172,False,False
16,[2536],1,"[{'position': 2536, 'original_word': 'latent', 'replacement_word': 'new'}]",0.0016837528,0.99999845,1.5497208e-06,False,False
17,[2697],1,"[{'position': 2697, 'original_word': '-0.03', 'replacement_word': 'could'}]",0.033775073,0.9993514,0.00064861774,False,False
18,[2837],1,"[{'position': 2837, 'original_word': '(0.0)', 'replacement_word': 'in'}]",0.0276134,0.99956673,0.00043326616,False,False
19,[3359],1,"[{'position': 3359, 'original_word': 'are', 'replacement_word': 'had'}]",0.0013951875,0.9999989,1.0728836e-06,False,False
20,[3495],1,"[{'position': 3495, 'original_word': '4096.78', 'replacement_word': 'for'}]",0.023794273,0.99967825,0.00032174587,False,False
21,[3912],1,"[{'position': 3912, 'original_word': 'which', 'replacement_word': 'hand'}]",0.0024182147,0.9999966,3.3974648e-06,False,False
22,[3929],1,"[{'position': 3929, 'original_word': 'Table', 'replacement_word': 'life'}]",0.0023085128,0.999997,2.9802322e-06,False,False
23,[3962],1,"[{'position': 3962, 'original_word': 'to', 'replacement_word': 'new'}]",0.0008530588,0.99999976,2.3841858e-07,False,False
