variant_id,positions_changed,num_words_changed,changes,euclidean_distance,cosine_similarity,cosine_distance,is_collision,is_near_collision
0,"[44, 6033]",2,"[{'position': 6033, 'original_word': 'Serena', 'replacement_word': 'or'}, {'position': 44, 'original_word': 'data,', 'replacement_word': 'were'}]",0.037812512,0.9991869,0.00081312656,False,False
1,"[131, 486]",2,"[{'position': 131, 'original_word': 'classification', 'replacement_word': 'thing'}, {'position': 486, 'original_word': 'learns', 'replacement_word': 'long'}]",0.0012101103,0.9999991,8.940697e-07,False,False
2,"[180, 7457]",2,"[{'position': 7457, 'original_word': 'position', 'replacement_word': 'life'}, {'position': 180, 'original_word': 'are', 'replacement_word': 'for'}]",0.003514851,0.9999928,7.212162e-06,False,False
3,"[322, 8651]",2,"[{'position': 322, 'original_word': 'encoders.', 'replacement_word': 'other'}, {'position': 8651, 'original_word': 'of', 'replacement_word': 'day'}]",0.0443062,0.99888545,0.0011145473,False,False
4,"[333, 3334]",2,"[{'position': 333, 'original_word': 'million', 'replacement_word': 'place'}, {'position': 3334, 'original_word': 'vec2vec', 'replacement_word': 'the'}]",0.043965366,0.9989032,0.0010967851,False,False
5,"[452, 1745]",2,"[{'position': 1745, 'original_word': 'a', 'replacement_word': 'the'}, {'position': 452, 'original_word': 'email', 'replacement_word': 'of'}]",0.0013677425,0.99999875,1.2516975e-06,False,False
6,"[669, 5533]",2,"[{'position': 669, 'original_word': '2', 'replacement_word': 'other'}, {'position': 5533, 'original_word': 'Armand', 'replacement_word': 'person'}]",0.036643986,0.99923664,0.0007633567,False,False
7,"[722, 1677]",2,"[{'position': 722, 'original_word': 'nor', 'replacement_word': 'of'}, {'position': 1677, 'original_word': '+λCCLCC(F1,', 'replacement_word': 'could'}]",0.028380081,0.999542,0.0004580021,False,False
8,"[1054, 1249]",2,"[{'position': 1249, 'original_word': 'place)', 'replacement_word': 'in'}, {'position': 1054, 'original_word': 'embeddings', 'replacement_word': 'man'}]",0.037881337,0.999184,0.0008159876,False,False
9,"[1071, 1424]",2,"[{'position': 1424, 'original_word': 'and', 'replacement_word': 'are'}, {'position': 1071, 'original_word': 'approaches', 'replacement_word': 'was'}]",0.0014553994,0.9999986,1.3709068e-06,False,False
10,"[1272, 7855]",2,"[{'position': 1272, 'original_word': 'embeddings', 'replacement_word': 'will'}, {'position': 7855, 'original_word': 'translations', 'replacement_word': 'but'}]",0.008664262,0.9999571,4.2915344e-05,False,False
11,"[1279, 1565]",2,"[{'position': 1565, 'original_word': 'original', 'replacement_word': 'had'}, {'position': 1279, 'original_word': 'adapter', 'replacement_word': 'life'}]",0.00147582,0.9999986,1.3709068e-06,False,False
12,"[1775, 7340]",2,"[{'position': 7340, 'original_word': 'same', 'replacement_word': 'for'}, {'position': 1775, 'original_word': '[21],', 'replacement_word': 'in'}]",0.04379566,0.9989117,0.0010883212,False,False
