variant_id,positions_changed,num_words_changed,changes,euclidean_distance,cosine_similarity,cosine_distance,is_collision,is_near_collision
0,[],0,[],0.00040227093,0.99999994,5.9604645e-08,False,False
1,[],0,[],0.00057199004,0.9999999,1.1920929e-07,False,False
2,[],0,[],0.0009467211,0.9999994,5.9604645e-07,False,False
3,[],0,[],0.00086689246,0.99999964,3.5762787e-07,False,False
4,[],0,[],0.00040227093,0.99999994,5.9604645e-08,False,False
5,[],0,[],0.00040227093,0.99999994,5.9604645e-08,False,False
6,[],0,[],0.0,0.9999999,1.1920929e-07,True,True
7,[],0,[],0.00039036537,0.9999998,1.7881393e-07,False,False
8,[],0,[],0.00048227777,1.0,0.0,False,False
9,[],0,[],0.00092211406,0.9999997,2.9802322e-07,False,False
10,[],0,[],0.0006423052,0.9999998,1.7881393e-07,False,False
11,[],0,[],0.00059815525,0.99999994,5.9604645e-08,False,False
12,[],0,[],0.00039036537,0.9999998,1.7881393e-07,False,False
13,[],0,[],0.00040475166,1.0,0.0,False,False
14,[],0,[],0.00040227093,0.99999994,5.9604645e-08,False,False
15,[],0,[],0.00060092006,0.9999998,1.7881393e-07,False,False
16,[],0,[],0.00040227093,0.99999994,5.9604645e-08,False,False
17,[],0,[],0.00040227093,0.99999994,5.9604645e-08,False,False
18,[],0,[],0.00086689246,0.99999964,3.5762787e-07,False,False
19,[],0,[],0.00047698047,0.9999999,1.1920929e-07,False,False
20,[],0,[],0.0003773072,0.9999999,1.1920929e-07,False,False
21,[],0,[],0.00040227093,0.99999994,5.9604645e-08,False,False
22,[],0,[],0.0004763923,0.9999998,1.7881393e-07,False,False
23,[],0,[],0.0003890408,0.99999994,5.9604645e-08,False,False
24,[],0,[],0.0004793018,0.9999999,1.1920929e-07,False,False
25,[],0,[],0.00086689246,0.99999964,3.5762787e-07,False,False
26,[],0,[],0.00040227093,0.99999994,5.9604645e-08,False,False
27,[],0,[],0.00040227093,0.99999994,5.9604645e-08,False,False
28,[],0,[],0.00039036537,0.9999998,1.7881393e-07,False,False
29,[],0,[],0.000523981,0.99999976,2.3841858e-07,False,False
30,[],0,[],0.00027258176,0.99999994,5.9604645e-08,False,False
31,[],0,[],0.00086689246,0.99999964,3.5762787e-07,False,False
32,[],0,[],0.00040227093,0.99999994,5.9604645e-08,False,False
33,[],0,[],0.000523981,0.99999976,2.3841858e-07,False,False
34,[],0,[],0.0009438769,0.99999946,5.364418e-07,False,False
35,[],0,[],0.00040227093,0.99999994,5.9604645e-08,False,False
36,[],0,[],0.0004967079,0.9999999,1.1920929e-07,False,False
37,[],0,[],0.0004638374,0.9999998,1.7881393e-07,False,False
38,[],0,[],0.0006423052,0.9999998,1.7881393e-07,False,False
39,[],0,[],0.00047698047,0.9999999,1.1920929e-07,False,False
40,[],0,[],0.0004696154,1.0,0.0,False,False
41,[],0,[],0.0010217599,0.9999994,5.9604645e-07,False,False
42,[],0,[],0.00047698047,0.9999999,1.1920929e-07,False,False
43,[],0,[],0.00061864185,0.9999998,1.7881393e-07,False,False
44,[],0,[],0.00040227093,0.99999994,5.9604645e-08,False,False
45,[],0,[],0.0005407212,0.9999999,1.1920929e-07,False,False
46,[],0,[],0.00048115704,0.99999994,5.9604645e-08,False,False
47,[],0,[],0.0006030917,0.9999999,1.1920929e-07,False,False
48,[],0,[],0.00040475166,1.0,0.0,False,False
49,[],0,[],0.00040227093,0.99999994,5.9604645e-08,False,False
