variant_id,positions_changed,num_words_changed,changes,euclidean_distance,cosine_similarity,cosine_distance,is_collision,is_near_collision
0,"[147, 1082, 7180]",3,"[{'position': 1082, 'original_word': 'within', 'replacement_word': 'day'}, {'position': 147, 'original_word': 'and', 'replacement_word': 'day'}, {'position': 7180, 'original_word': 'all', 'replacement_word': 'own'}]",0.0020030779,0.99999774,2.2649765e-06,False,False
1,"[273, 2293, 7213]",3,"[{'position': 273, 'original_word': 'image', 'replacement_word': 'life'}, {'position': 7213, 'original_word': '30', 'replacement_word': 'time'}, {'position': 2293, 'original_word': 'zero-shot', 'replacement_word': 'but'}]",0.036726285,0.9992334,0.00076657534,False,False
2,"[294, 4089, 7482]",3,"[{'position': 4089, 'original_word': 'baseline', 'replacement_word': 'are'}, {'position': 7482, 'original_word': 'similarity', 'replacement_word': 'with'}, {'position': 294, 'original_word': 'text', 'replacement_word': 'or'}]",0.0035953326,0.9999926,7.390976e-06,False,False
3,"[318, 1858, 8267]",3,"[{'position': 1858, 'original_word': '278', 'replacement_word': 'or'}, {'position': 8267, 'original_word': '1', 'replacement_word': 'was'}, {'position': 318, 'original_word': 'any', 'replacement_word': 'have'}]",0.038068667,0.99917597,0.0008240342,False,False
4,"[369, 5285, 5721]",3,"[{'position': 5721, 'original_word': 'Kwiatkowski,', 'replacement_word': 'great'}, {'position': 369, 'original_word': '(W)', 'replacement_word': 'or'}, {'position': 5285, 'original_word': '1710.04087', 'replacement_word': 'place'}]",0.042755842,0.9989636,0.0010364056,False,False
5,"[65, 1052, 3041]",3,"[{'position': 65, 'original_word': 'a', 'replacement_word': 'could'}, {'position': 1052, 'original_word': 'nbeyond', 'replacement_word': 'are'}, {'position': 3041, 'original_word': '(0.0)', 'replacement_word': 'thing'}]",0.03184591,0.9994234,0.00057661533,False,False
6,"[1484, 1752, 4408]",3,"[{'position': 4408, 'original_word': 'based', 'replacement_word': 'the'}, {'position': 1484, 'original_word': 'original', 'replacement_word': 'place'}, {'position': 1752, 'original_word': 'dataset', 'replacement_word': 'on'}]",0.002508896,0.9999963,3.695488e-06,False,False
7,"[1687, 5039, 6725]",3,"[{'position': 5039, 'original_word': 'Natural', 'replacement_word': 'were'}, {'position': 6725, 'original_word': '“Text', 'replacement_word': 'old'}, {'position': 1687, 'original_word': '4', 'replacement_word': 'were'}]",0.036977362,0.99922264,0.0007773638,False,False
8,"[239, 1744, 1785]",3,"[{'position': 1744, 'original_word': '[28],', 'replacement_word': 'of'}, {'position': 1785, 'original_word': 'defunct', 'replacement_word': 'thing'}, {'position': 239, 'original_word': 'text,', 'replacement_word': 'hand'}]",0.02760584,0.9995667,0.00043332577,False,False
9,"[1369, 1776, 5026]",3,"[{'position': 1776, 'original_word': 'an', 'replacement_word': 'were'}, {'position': 1369, 'original_word': 'spatial', 'replacement_word': 'the'}, {'position': 5026, 'original_word': 'and', 'replacement_word': 'but'}]",0.0015575318,0.99999857,1.4305115e-06,False,False
10,"[2169, 8223, 8356]",3,"[{'position': 2169, 'original_word': 'the', 'replacement_word': 'thing'}, {'position': 8356, 'original_word': 'translations', 'replacement_word': 'own'}, {'position': 8223, 'original_word': '1.00', 'replacement_word': 'own'}]",0.0109729245,0.9999314,6.8604946e-05,False,False
11,"[2303, 3116, 6286]",3,"[{'position': 3116, 'original_word': 'gtr', 'replacement_word': 'day'}, {'position': 6286, 'original_word': 'X.', 'replacement_word': 'good'}, {'position': 2303, 'original_word': 'accuracy', 'replacement_word': 'of'}]",0.037449088,0.99920267,0.00079733133,False,False
