variant_id,positions_changed,num_words_changed,changes,euclidean_distance,cosine_similarity,cosine_distance,is_collision,is_near_collision
0,"[353, 1697, 2535, 2748, 2889, 4121, 4181, 4285, 4681, 5561, 5633, 6011, 6141, 6268, 6980, 7102, 8634]",17,"[{'position': 353, 'original_word': 'on', 'replacement_word': 'have'}, {'position': 5633, 'original_word': '“Grounding', 'replacement_word': 'place'}, {'position': 1697, 'original_word': 'Questions', 'replacement_word': 'are'}, {'position': 6980, 'original_word': 'Morris,', 'replacement_word': 'good'}, {'position': 2535, 'original_word': 'universal', 'replacement_word': 'have'}, {'position': 2889, 'original_word': '0.02', 'replacement_word': 'the'}, {'position': 4681, 'original_word': 'image', 'replacement_word': 'but'}, {'position': 5561, 'original_word': 'on', 'replacement_word': 'had'}, {'position': 6268, 'original_word': 'Alexander', 'replacement_word': 'good'}, {'position': 6141, 'original_word': 'Encoders', 'replacement_word': 'time'}, {'position': 4181, 'original_word': 'pre-', 'replacement_word': 'was'}, {'position': 4121, 'original_word': 'embeddings', 'replacement_word': 'to'}, {'position': 8634, 'original_word': 'embeddings,', 'replacement_word': 'and'}, {'position': 6011, 'original_word': 'Meishan', 'replacement_word': 'could'}, {'position': 2748, 'original_word': '4082.84', 'replacement_word': 'place'}, {'position': 4285, 'original_word': 'Figure', 'replacement_word': 'with'}, {'position': 7102, 'original_word': 'on', 'replacement_word': 'place'}]",0.03905839,0.99913263,0.0008673668,False,False
1,"[225, 473, 711, 880, 1955, 2052, 3077, 3126, 3934, 4032, 4126, 4767, 4936, 5078, 5980, 6926, 8650]",17,"[{'position': 4032, 'original_word': '40Percentage', 'replacement_word': 'other'}, {'position': 225, 'original_word': 'close', 'replacement_word': 'but'}, {'position': 1955, 'original_word': 'that', 'replacement_word': 'world'}, {'position': 2052, 'original_word': 'with', 'replacement_word': 'with'}, {'position': 3077, 'original_word': '(0.2)', 'replacement_word': 'would'}, {'position': 711, 'original_word': 'cannot', 'replacement_word': 'could'}, {'position': 4936, 'original_word': 'bound', 'replacement_word': 'had'}, {'position': 8650, 'original_word': 'amount', 'replacement_word': 'person'}, {'position': 6926, 'original_word': '“Unsupervised', 'replacement_word': 'in'}, {'position': 880, 'original_word': 'database', 'replacement_word': 'man'}, {'position': 3126, 'original_word': '(6.4)', 'replacement_word': 'good'}, {'position': 5078, 'original_word': 'cross-lingual', 'replacement_word': 'great'}, {'position': 4126, 'original_word': 'which', 'replacement_word': 'man'}, {'position': 473, 'original_word': 'of', 'replacement_word': 'first'}, {'position': 5980, 'original_word': 'Lipson,', 'replacement_word': 'the'}, {'position': 3934, 'original_word': 'the', 'replacement_word': 'is'}, {'position': 4767, 'original_word': 'to', 'replacement_word': 'will'}]",0.04087132,0.99904984,0.00095015764,False,False
2,"[27, 357, 514, 645, 756, 956, 1113, 1470, 1921, 1961, 2971, 3043, 3473, 4176, 5592, 5607, 8576]",17,"[{'position': 8576, 'original_word': 'main', 'replacement_word': 'but'}, {'position': 1921, 'original_word': 'future', 'replacement_word': 'were'}, {'position': 514, 'original_word': 'and', 'replacement_word': 'long'}, {'position': 3043, 'original_word': '1.11', 'replacement_word': 'day'}, {'position': 357, 'original_word': 'please', 'replacement_word': 'man'}, {'position': 645, 'original_word': 'underlying', 'replacement_word': 'old'}, {'position': 5607, 'original_word': 'Proceedings', 'replacement_word': 'thing'}, {'position': 27, 'original_word': 'introduce', 'replacement_word': 'long'}, {'position': 1961, 'original_word': 'translator', 'replacement_word': 'of'}, {'position': 4176, 'original_word': 'pairings.', 'replacement_word': 'way'}, {'position': 3473, 'original_word': 'T-1↑', 'replacement_word': 'would'}, {'position': 756, 'original_word': 'other', 'replacement_word': 'to'}, {'position': 5592, 'original_word': 'Klimt', 'replacement_word': 'or'}, {'position': 1113, 'original_word': 'Hypothesis', 'replacement_word': 'life'}, {'position': 2971, 'original_word': 'The', 'replacement_word': 'man'}, {'position': 956, 'original_word': 'Invisible', 'replacement_word': 'great'}, {'position': 1470, 'original_word': 'Adversarial', 'replacement_word': 'day'}]",0.04943829,0.99861,0.0013899803,False,False
3,"[642, 1746, 2189, 3146, 3200, 3657, 4363, 5889, 6113, 7122, 7253, 7627, 7744, 8215, 8243, 8277, 8514]",17,"[{'position': 3200, 'original_word': '(0.0)', 'replacement_word': 'is'}, {'position': 6113, 'original_word': '2311.00664', 'replacement_word': 'was'}, {'position': 642, 'original_word': 'the', 'replacement_word': 'would'}, {'position': 7744, 'original_word': '1.00', 'replacement_word': 'good'}, {'position': 5889, 'original_word': 'Steven', 'replacement_word': 'world'}, {'position': 8514, 'original_word': '0.81', 'replacement_word': 'or'}, {'position': 3657, 'original_word': '(', 'replacement_word': 'long'}, {'position': 3146, 'original_word': '0.54', 'replacement_word': 'own'}, {'position': 4363, 'original_word': 'for', 'replacement_word': 'of'}, {'position': 7627, 'original_word': '(8.1)†', 'replacement_word': 'on'}, {'position': 2189, 'original_word': 'Evaluating', 'replacement_word': 'has'}, {'position': 1746, 'original_word': 'pseudo', 'replacement_word': 'in'}, {'position': 8243, 'original_word': 'Out-of-distribution', 'replacement_word': 'would'}, {'position': 7122, 'original_word': 'ablations,', 'replacement_word': 'on'}, {'position': 7253, 'original_word': 'consumed', 'replacement_word': 'will'}, {'position': 8277, 'original_word': 'Standard', 'replacement_word': 'but'}, {'position': 8215, 'original_word': '0.69', 'replacement_word': 'old'}]",0.042134237,0.99899036,0.0010096431,False,False
4,"[664, 1236, 1672, 1964, 2281, 3144, 3468, 4604, 5178, 5199, 5327, 6419, 6625, 6867, 7178, 7436, 8309]",17,"[{'position': 6625, 'original_word': 'Correspondence', 'replacement_word': 'hand'}, {'position': 3144, 'original_word': '0.86', 'replacement_word': 'to'}, {'position': 2281, 'original_word': 'space,', 'replacement_word': 'the'}, {'position': 7178, 'original_word': 'model', 'replacement_word': 'in'}, {'position': 1672, 'original_word': 'losses', 'replacement_word': 'on'}, {'position': 1964, 'original_word': 'closest', 'replacement_word': 'person'}, {'position': 3468, 'original_word': 'Baseline', 'replacement_word': 'old'}, {'position': 7436, 'original_word': 'Hungarian', 'replacement_word': 'of'}, {'position': 5327, 'original_word': '[cs.CV]', 'replacement_word': 'first'}, {'position': 5199, 'original_word': 'Matthew', 'replacement_word': 'or'}, {'position': 6867, 'original_word': 'the', 'replacement_word': 'place'}, {'position': 1236, 'original_word': 'cycle-consistent', 'replacement_word': 'man'}, {'position': 8309, 'original_word': 'key', 'replacement_word': 'new'}, {'position': 6419, 'original_word': 'Coupled', 'replacement_word': 'old'}, {'position': 664, 'original_word': 'that', 'replacement_word': 'was'}, {'position': 5178, 'original_word': 'arXiv:', 'replacement_word': 'hand'}, {'position': 4604, 'original_word': 'language', 'replacement_word': 'way'}]",0.03789642,0.9991834,0.00081658363,False,False
5,"[748, 1426, 2314, 2390, 2394, 2471, 3682, 4276, 4547, 6142, 6554, 6601, 7008, 7538, 7625, 7857, 8645]",17,"[{'position': 7008, 'original_word': 'of', 'replacement_word': 'last'}, {'position': 3682, 'original_word': '0.34', 'replacement_word': 'hand'}, {'position': 4547, 'original_word': 'same', 'replacement_word': 'could'}, {'position': 8645, 'original_word': 'seems', 'replacement_word': 'has'}, {'position': 2471, 'original_word': 'numbers', 'replacement_word': 'could'}, {'position': 6601, 'original_word': 'and', 'replacement_word': 'will'}, {'position': 7625, 'original_word': '0.00', 'replacement_word': 'has'}, {'position': 2314, 'original_word': 'that', 'replacement_word': 'way'}, {'position': 748, 'original_word': 'at', 'replacement_word': 'hand'}, {'position': 6554, 'original_word': 'of', 'replacement_word': 'thing'}, {'position': 7857, 'original_word': 'TweetTopic', 'replacement_word': 'of'}, {'position': 7538, 'original_word': '-0.04', 'replacement_word': 'day'}, {'position': 1426, 'original_word': 'output', 'replacement_word': 'man'}, {'position': 4276, 'original_word': 'translated', 'replacement_word': 'old'}, {'position': 2390, 'original_word': '0.75', 'replacement_word': 'in'}, {'position': 2394, 'original_word': '0.75', 'replacement_word': 'first'}, {'position': 6142, 'original_word': 'Represent', 'replacement_word': 'new'}]",0.04098825,0.99904454,0.00095546246,False,False
6,"[934, 1236, 1276, 2796, 3110, 3342, 4626, 4659, 4834, 4887, 5385, 6062, 6187, 6551, 6914, 7349, 8035]",17,"[{'position': 6551, 'original_word': 'Language”.', 'replacement_word': 'way'}, {'position': 6914, 'original_word': '[cs.CL]', 'replacement_word': 'is'}, {'position': 8035, 'original_word': '(0.0)', 'replacement_word': 'on'}, {'position': 4834, 'original_word': 'we', 'replacement_word': 'person'}, {'position': 3110, 'original_word': '(0.1)', 'replacement_word': 'and'}, {'position': 934, 'original_word': 'please', 'replacement_word': 'hand'}, {'position': 5385, 'original_word': '(Oct.', 'replacement_word': 'own'}, {'position': 6187, 'original_word': 'Networks', 'replacement_word': 'little'}, {'position': 2796, 'original_word': '1.00', 'replacement_word': 'could'}, {'position': 3342, 'original_word': 'to', 'replacement_word': 'little'}, {'position': 6062, 'original_word': 'and', 'replacement_word': 'but'}, {'position': 4626, 'original_word': 'paired', 'replacement_word': 'and'}, {'position': 4659, 'original_word': 'unify', 'replacement_word': 'way'}, {'position': 1236, 'original_word': 'cycle-consistent', 'replacement_word': 'new'}, {'position': 7349, 'original_word': 'methods.', 'replacement_word': 'has'}, {'position': 4887, 'original_word': 'embeddings', 'replacement_word': 'in'}, {'position': 1276, 'original_word': 'decoded', 'replacement_word': 'are'}]",0.034014154,0.99934214,0.00065785646,False,False
7,"[595, 630, 708, 1135, 1864, 2201, 2940, 3720, 4643, 5456, 5935, 6246, 6283, 6440, 6652, 7993, 8185]",17,"[{'position': 2201, 'original_word': ':', 'replacement_word': 'would'}, {'position': 4643, 'original_word': 'has', 'replacement_word': 'way'}, {'position': 708, 'original_word': 'document', 'replacement_word': 'new'}, {'position': 6246, 'original_word': 'similarity', 'replacement_word': 'was'}, {'position': 6440, 'original_word': 'Solomon.', 'replacement_word': 'person'}, {'position': 1864, 'original_word': '1:', 'replacement_word': 'life'}, {'position': 3720, 'original_word': '0.05', 'replacement_word': 'the'}, {'position': 6283, 'original_word': '.', 'replacement_word': 'place'}, {'position': 5935, 'original_word': '[cs.CL]', 'replacement_word': 'but'}, {'position': 1135, 'original_word': 'architectures,', 'replacement_word': 'could'}, {'position': 5456, 'original_word': 'Belongie,', 'replacement_word': 'with'}, {'position': 6652, 'original_word': 'Song,', 'replacement_word': 'great'}, {'position': 595, 'original_word': 'cosine', 'replacement_word': 'has'}, {'position': 630, 'original_word': 'our', 'replacement_word': 'for'}, {'position': 7993, 'original_word': '0.00', 'replacement_word': 'is'}, {'position': 8185, 'original_word': '0.00', 'replacement_word': 'of'}, {'position': 2940, 'original_word': '1.00', 'replacement_word': 'new'}]",0.038772695,0.99914587,0.00085413456,False,False
8,"[654, 1026, 1042, 1196, 2051, 2312, 3050, 3615, 3688, 4676, 4909, 4949, 7037, 7236, 7329, 7443, 8571]",17,"[{'position': 7329, 'original_word': 'this', 'replacement_word': 'for'}, {'position': 1026, 'original_word': 'challenging', 'replacement_word': 'day'}, {'position': 2051, 'original_word': 'targets', 'replacement_word': 'were'}, {'position': 4676, 'original_word': 'while', 'replacement_word': 'long'}, {'position': 7236, 'original_word': 'were', 'replacement_word': 'are'}, {'position': 2312, 'original_word': 'GPT-4o', 'replacement_word': 'great'}, {'position': 3688, 'original_word': '0.24', 'replacement_word': 'would'}, {'position': 3050, 'original_word': 'e5', 'replacement_word': 'own'}, {'position': 1196, 'original_word': 'method:', 'replacement_word': 'was'}, {'position': 4909, 'original_word': 'models.', 'replacement_word': 'for'}, {'position': 654, 'original_word': 'attribute', 'replacement_word': 'last'}, {'position': 1042, 'original_word': 'additional', 'replacement_word': 'little'}, {'position': 7443, 'original_word': 'P.', 'replacement_word': 'on'}, {'position': 4949, 'original_word': 'methodological', 'replacement_word': 'man'}, {'position': 8571, 'original_word': 'shown', 'replacement_word': 'and'}, {'position': 7037, 'original_word': '1703', 'replacement_word': 'will'}, {'position': 3615, 'original_word': 'varies', 'replacement_word': 'man'}]",0.041425247,0.99902415,0.00097584724,False,False
9,"[689, 1076, 1104, 1258, 1321, 1661, 1794, 1901, 3087, 3625, 4122, 5014, 5049, 6794, 7746, 7839, 8272]",17,"[{'position': 7746, 'original_word': '0.00', 'replacement_word': 'is'}, {'position': 1794, 'original_word': 'models', 'replacement_word': 'the'}, {'position': 1321, 'original_word': 'Output', 'replacement_word': 'hand'}, {'position': 3625, 'original_word': 'random', 'replacement_word': 'was'}, {'position': 1258, 'original_word': 'either', 'replacement_word': 'or'}, {'position': 6794, 'original_word': 'Jifeng', 'replacement_word': 'life'}, {'position': 1901, 'original_word': 'fewer', 'replacement_word': 'to'}, {'position': 3087, 'original_word': '1.10', 'replacement_word': 'place'}, {'position': 8272, 'original_word': 'corresponds', 'replacement_word': 'has'}, {'position': 1104, 'original_word': 'rests', 'replacement_word': 'of'}, {'position': 689, 'original_word': 'a', 'replacement_word': 'on'}, {'position': 1076, 'original_word': 'identifying', 'replacement_word': 'thing'}, {'position': 5014, 'original_word': 'Francesco', 'replacement_word': 'way'}, {'position': 5049, 'original_word': 'and', 'replacement_word': 'with'}, {'position': 4122, 'original_word': 'of', 'replacement_word': 'had'}, {'position': 1661, 'original_word': 'F2)', 'replacement_word': 'is'}, {'position': 7839, 'original_word': '0.98', 'replacement_word': 'or'}]",0.027915368,0.9995568,0.00044322014,False,False
