variant_id,positions_changed,num_words_changed,changes,euclidean_distance,cosine_similarity,cosine_distance,is_collision,is_near_collision
0,"[2, 233, 421, 632, 687, 931, 1325, 1438, 1729, 2025, 2111, 2177, 2227, 2685, 3168, 3215, 3288, 3332, 3335, 3766, 3840, 4009, 4301, 5378, 5445, 5569, 5867, 5938, 6618, 7423, 7598, 7818, 7956, 8403, 8456, 8583]",36,"[{'position': 3840, 'original_word': 'stel.', 'replacement_word': 'man'}, {'position': 2177, 'original_word': 'algorithms,', 'replacement_word': 'time'}, {'position': 2, 'original_word': '25', 'replacement_word': 'would'}, {'position': 5378, 'original_word': '“Generative', 'replacement_word': 'way'}, {'position': 3332, 'original_word': '(gte,', 'replacement_word': 'could'}, {'position': 3335, 'original_word': '’s', 'replacement_word': 'but'}, {'position': 8583, 'original_word': 'NQ', 'replacement_word': 'could'}, {'position': 8456, 'original_word': 'on', 'replacement_word': 'or'}, {'position': 7818, 'original_word': '399.73', 'replacement_word': 'man'}, {'position': 3215, 'original_word': 'gte', 'replacement_word': 'first'}, {'position': 7956, 'original_word': '0.13', 'replacement_word': 'was'}, {'position': 1438, 'original_word': 'of', 'replacement_word': 'man'}, {'position': 931, 'original_word': 'Frontline', 'replacement_word': 'other'}, {'position': 421, 'original_word': 'model,', 'replacement_word': 'on'}, {'position': 4009, 'original_word': 'M2e5', 'replacement_word': 'little'}, {'position': 1325, 'original_word': 'these', 'replacement_word': 'will'}, {'position': 7598, 'original_word': '(0.0)', 'replacement_word': 'thing'}, {'position': 687, 'original_word': 'for', 'replacement_word': 'will'}, {'position': 5938, 'original_word': '[30]', 'replacement_word': 'man'}, {'position': 2227, 'original_word': 'calculate', 'replacement_word': 'world'}, {'position': 3766, 'original_word': '1.00', 'replacement_word': 'life'}, {'position': 2111, 'original_word': 'there', 'replacement_word': 'great'}, {'position': 5569, 'original_word': 'Ed.', 'replacement_word': 'and'}, {'position': 1729, 'original_word': 'multi-labeled', 'replacement_word': 'was'}, {'position': 5445, 'original_word': '28.8', 'replacement_word': 'man'}, {'position': 4301, 'original_word': 'outages,', 'replacement_word': 'time'}, {'position': 8403, 'original_word': '(0.0)', 'replacement_word': 'day'}, {'position': 3288, 'original_word': 'are', 'replacement_word': 'place'}, {'position': 6618, 'original_word': 'Cremers.', 'replacement_word': 'place'}, {'position': 3168, 'original_word': '0.56', 'replacement_word': 'way'}, {'position': 233, 'original_word': 'Since', 'replacement_word': 'had'}, {'position': 2025, 'original_word': 'average,', 'replacement_word': 'with'}, {'position': 5867, 'original_word': 'of', 'replacement_word': 'person'}, {'position': 632, 'original_word': 'preserve', 'replacement_word': 'or'}, {'position': 2685, 'original_word': '(9.2)', 'replacement_word': 'will'}, {'position': 7423, 'original_word': 'calculated', 'replacement_word': 'last'}]",0.046459336,0.9987729,0.0012270808,False,False
1,"[137, 169, 236, 310, 376, 555, 1422, 1426, 1437, 1454, 1535, 2188, 2243, 2537, 3383, 3439, 3566, 3876, 3929, 3965, 4023, 4243, 4298, 4430, 5589, 5800, 5837, 6107, 6133, 6253, 6835, 6980, 7069, 7742, 7902, 8111]",36,"[{'position': 137, 'original_word': 'Left:', 'replacement_word': 'long'}, {'position': 2188, 'original_word': '4.3', 'replacement_word': 'long'}, {'position': 1422, 'original_word': 'Dℓ', 'replacement_word': 'on'}, {'position': 1426, 'original_word': 'output', 'replacement_word': 'life'}, {'position': 4243, 'original_word': 'encoders,', 'replacement_word': 'day'}, {'position': 1437, 'original_word': 'parameters', 'replacement_word': 'little'}, {'position': 7069, 'original_word': 'A40,', 'replacement_word': 'to'}, {'position': 3876, 'original_word': 'of', 'replacement_word': 'could'}, {'position': 5800, 'original_word': 'representational', 'replacement_word': 'in'}, {'position': 169, 'original_word': 'latent', 'replacement_word': 'could'}, {'position': 555, 'original_word': 'with', 'replacement_word': 'will'}, {'position': 1454, 'original_word': '2)', 'replacement_word': 'on'}, {'position': 8111, 'original_word': '1.00', 'replacement_word': 'new'}, {'position': 6835, 'original_word': 'Chao', 'replacement_word': 'with'}, {'position': 310, 'original_word': 'translate', 'replacement_word': 'were'}, {'position': 3383, 'original_word': 'pairings,', 'replacement_word': 'were'}, {'position': 4023, 'original_word': '34', 'replacement_word': 'other'}, {'position': 7742, 'original_word': '(0.0)', 'replacement_word': 'are'}, {'position': 2243, 'original_word': 'attributes,', 'replacement_word': 'old'}, {'position': 6980, 'original_word': 'Morris,', 'replacement_word': 'of'}, {'position': 4298, 'original_word': 'promotions,', 'replacement_word': 'good'}, {'position': 5837, 'original_word': 'Lehman,', 'replacement_word': 'little'}, {'position': 4430, 'original_word': 'from', 'replacement_word': 'man'}, {'position': 5589, 'original_word': '2979–2984.', 'replacement_word': 'had'}, {'position': 3929, 'original_word': 'Table', 'replacement_word': 'on'}, {'position': 6107, 'original_word': 'Translation', 'replacement_word': 'new'}, {'position': 7902, 'original_word': 'Mover’s', 'replacement_word': 'world'}, {'position': 2537, 'original_word': 'space.', 'replacement_word': 'time'}, {'position': 236, 'original_word': 'a', 'replacement_word': 'but'}, {'position': 6253, 'original_word': '2018.', 'replacement_word': 'was'}, {'position': 3566, 'original_word': '0.61', 'replacement_word': 'would'}, {'position': 3439, 'original_word': 'use', 'replacement_word': 'on'}, {'position': 6133, 'original_word': 'and', 'replacement_word': 'had'}, {'position': 376, 'original_word': '(Encoder', 'replacement_word': 'of'}, {'position': 3965, 'original_word': 'such', 'replacement_word': 'but'}, {'position': 1535, 'original_word': 'semantics', 'replacement_word': 'were'}]",0.04235016,0.9989809,0.0010191202,False,False
2,"[147, 190, 315, 728, 791, 838, 886, 1025, 2086, 2455, 2511, 3482, 3489, 3500, 4006, 4045, 4069, 4255, 4486, 4536, 4631, 4746, 4785, 5355, 5718, 6306, 6566, 7215, 7274, 8128, 8206, 8330, 8425, 8626, 8709, 8715]",36,"[{'position': 1025, 'original_word': 'more', 'replacement_word': 'is'}, {'position': 8709, 'original_word': 'about', 'replacement_word': 'place'}, {'position': 4486, 'original_word': 'problem', 'replacement_word': 'little'}, {'position': 4746, 'original_word': 'modern', 'replacement_word': 'way'}, {'position': 8330, 'original_word': 'be', 'replacement_word': 'way'}, {'position': 8715, 'original_word': 'only', 'replacement_word': 'person'}, {'position': 8206, 'original_word': '0.00', 'replacement_word': 'thing'}, {'position': 147, 'original_word': 'and', 'replacement_word': 'was'}, {'position': 791, 'original_word': 'of', 'replacement_word': 'other'}, {'position': 4631, 'original_word': 'to', 'replacement_word': 'on'}, {'position': 2455, 'original_word': 'across', 'replacement_word': 'would'}, {'position': 3482, 'original_word': '(0.0)', 'replacement_word': 'will'}, {'position': 4255, 'original_word': 'their', 'replacement_word': 'time'}, {'position': 3489, 'original_word': '0.13', 'replacement_word': 'in'}, {'position': 6306, 'original_word': '.', 'replacement_word': 'own'}, {'position': 6566, 'original_word': 'Language', 'replacement_word': 'life'}, {'position': 4006, 'original_word': 'gte', 'replacement_word': 'have'}, {'position': 2086, 'original_word': 'cos(ui,', 'replacement_word': 'in'}, {'position': 3500, 'original_word': '0.00', 'replacement_word': 'man'}, {'position': 7215, 'original_word': 'each', 'replacement_word': 'and'}, {'position': 4785, 'original_word': 'our', 'replacement_word': 'world'}, {'position': 8626, 'original_word': 'that', 'replacement_word': 'are'}, {'position': 4536, 'original_word': 'unlike', 'replacement_word': 'to'}, {'position': 315, 'original_word': 'to', 'replacement_word': 'great'}, {'position': 190, 'original_word': 'RAG,', 'replacement_word': 'was'}, {'position': 8128, 'original_word': '(26.0)†', 'replacement_word': 'man'}, {'position': 838, 'original_word': 'embeddings', 'replacement_word': 'good'}, {'position': 4045, 'original_word': 'version.', 'replacement_word': 'man'}, {'position': 2511, 'original_word': 'embeddings.', 'replacement_word': 'great'}, {'position': 5718, 'original_word': '102083.', 'replacement_word': 'long'}, {'position': 728, 'original_word': 'to', 'replacement_word': 'with'}, {'position': 4069, 'original_word': 'shows', 'replacement_word': 'would'}, {'position': 8425, 'original_word': 'andCC', 'replacement_word': 'person'}, {'position': 7274, 'original_word': 'CPU', 'replacement_word': 'person'}, {'position': 5355, 'original_word': '2023.', 'replacement_word': 'with'}, {'position': 886, 'original_word': 'are', 'replacement_word': 'first'}]",0.047461644,0.99872005,0.0012799501,False,False
3,"[320, 523, 539, 615, 627, 710, 1400, 1500, 2500, 2701, 3070, 3715, 3753, 3834, 4084, 4570, 4662, 4776, 5076, 5331, 5438, 5957, 6045, 6118, 6306, 6476, 6595, 6699, 6927, 7175, 7461, 7530, 7743, 8482, 8667, 8680]",36,"[{'position': 3715, 'original_word': '0.33', 'replacement_word': 'world'}, {'position': 7175, 'original_word': '1', 'replacement_word': 'with'}, {'position': 523, 'original_word': 'uses', 'replacement_word': 'man'}, {'position': 2701, 'original_word': '(9.2)', 'replacement_word': 'other'}, {'position': 6927, 'original_word': 'Neural', 'replacement_word': 'had'}, {'position': 539, 'original_word': 'and', 'replacement_word': 'long'}, {'position': 6045, 'original_word': 'in', 'replacement_word': 'other'}, {'position': 8482, 'original_word': 'Standard', 'replacement_word': 'long'}, {'position': 6306, 'original_word': '.', 'replacement_word': 'had'}, {'position': 7461, 'original_word': 'embedding', 'replacement_word': 'long'}, {'position': 4776, 'original_word': 'paired', 'replacement_word': 'in'}, {'position': 3753, 'original_word': '0.34', 'replacement_word': 'but'}, {'position': 6699, 'original_word': 'bridging', 'replacement_word': 'person'}, {'position': 4662, 'original_word': '[55].', 'replacement_word': 'on'}, {'position': 5438, 'original_word': 'IEEE', 'replacement_word': 'day'}, {'position': 7743, 'original_word': '1.00', 'replacement_word': 'time'}, {'position': 320, 'original_word': 'data', 'replacement_word': 'little'}, {'position': 6595, 'original_word': '“Generative', 'replacement_word': 'or'}, {'position': 2500, 'original_word': 'space,', 'replacement_word': 'thing'}, {'position': 5957, 'original_word': 'Space', 'replacement_word': 'world'}, {'position': 710, 'original_word': 'We', 'replacement_word': 'man'}, {'position': 6476, 'original_word': 'Alec', 'replacement_word': 'were'}, {'position': 5331, 'original_word': 'Rohit', 'replacement_word': 'hand'}, {'position': 5076, 'original_word': 'fully', 'replacement_word': 'had'}, {'position': 4570, 'original_word': 'different', 'replacement_word': 'great'}, {'position': 8667, 'original_word': 'to', 'replacement_word': 'has'}, {'position': 1500, 'original_word': '[13]', 'replacement_word': 'own'}, {'position': 6118, 'original_word': 'Maniparambil,', 'replacement_word': 'new'}, {'position': 615, 'original_word': 'shuffled', 'replacement_word': 'or'}, {'position': 8680, 'original_word': 'leaks', 'replacement_word': 'person'}, {'position': 7530, 'original_word': 'T-1', 'replacement_word': 'in'}, {'position': 627, 'original_word': 'To', 'replacement_word': 'for'}, {'position': 4084, 'original_word': 'better', 'replacement_word': 'other'}, {'position': 1400, 'original_word': '3', 'replacement_word': 'new'}, {'position': 3834, 'original_word': '0.31', 'replacement_word': 'last'}, {'position': 3070, 'original_word': '35.27', 'replacement_word': 'the'}]",0.0561434,0.99820685,0.0017931461,False,False
4,"[154, 156, 412, 991, 1126, 1249, 1411, 2275, 2466, 2597, 3101, 3501, 3590, 3625, 4004, 4113, 4311, 4341, 4382, 4529, 5153, 6007, 6191, 6451, 6482, 6909, 6921, 6954, 6986, 7038, 7115, 7362, 7737, 8009, 8591, 8687]",36,"[{'position': 1411, 'original_word': 'introduce', 'replacement_word': 'place'}, {'position': 3590, 'original_word': 'and', 'replacement_word': 'to'}, {'position': 6921, 'original_word': 'Feng', 'replacement_word': 'life'}, {'position': 8591, 'original_word': 'train', 'replacement_word': 'will'}, {'position': 4113, 'original_word': 'in', 'replacement_word': 'day'}, {'position': 154, 'original_word': 'Right:', 'replacement_word': 'old'}, {'position': 412, 'original_word': '2:', 'replacement_word': 'first'}, {'position': 3101, 'original_word': '(0.0)', 'replacement_word': 'in'}, {'position': 4382, 'original_word': 'and', 'replacement_word': 'will'}, {'position': 156, 'original_word': 'unpaired', 'replacement_word': 'time'}, {'position': 5153, 'original_word': 'arXiv:', 'replacement_word': 'own'}, {'position': 2466, 'original_word': 'is', 'replacement_word': 'and'}, {'position': 4004, 'original_word': 'inference.', 'replacement_word': 'will'}, {'position': 2597, 'original_word': 'gte', 'replacement_word': 'had'}, {'position': 3625, 'original_word': 'random', 'replacement_word': 'could'}, {'position': 6954, 'original_word': '2025.', 'replacement_word': 'were'}, {'position': 3501, 'original_word': '3233.41', 'replacement_word': 'time'}, {'position': 6191, 'original_word': '1–12.', 'replacement_word': 'had'}, {'position': 4529, 'original_word': 'combination', 'replacement_word': 'and'}, {'position': 6451, 'original_word': 'the', 'replacement_word': 'will'}, {'position': 7737, 'original_word': '0.00', 'replacement_word': 'to'}, {'position': 7362, 'original_word': 'the', 'replacement_word': 'long'}, {'position': 8009, 'original_word': '0.00', 'replacement_word': 'of'}, {'position': 6986, 'original_word': 'Embedding', 'replacement_word': 'first'}, {'position': 7115, 'original_word': '9', 'replacement_word': 'day'}, {'position': 6482, 'original_word': 'Hallacy,', 'replacement_word': 'old'}, {'position': 4311, 'original_word': 'the', 'replacement_word': 'old'}, {'position': 991, 'original_word': 'to', 'replacement_word': 'good'}, {'position': 1249, 'original_word': 'place)', 'replacement_word': 'of'}, {'position': 2275, 'original_word': 'pre-trained', 'replacement_word': 'long'}, {'position': 1126, 'original_word': 'objective', 'replacement_word': 'are'}, {'position': 8687, 'original_word': '7', 'replacement_word': 'long'}, {'position': 4341, 'original_word': '3/1/02', 'replacement_word': 'world'}, {'position': 6007, 'original_word': 'Long,', 'replacement_word': 'and'}, {'position': 6909, 'original_word': 'with', 'replacement_word': 'place'}, {'position': 7038, 'original_word': '.', 'replacement_word': 'and'}]",0.04363924,0.9989171,0.0010828972,False,False
5,"[351, 542, 748, 995, 999, 1366, 1381, 1741, 1757, 1893, 2061, 2101, 2177, 2209, 2671, 2887, 2952, 3058, 3525, 3578, 3919, 4594, 4731, 5646, 5865, 5919, 6158, 6261, 6358, 6400, 6539, 7043, 7356, 7699, 8104, 8143]",36,"[{'position': 6400, 'original_word': 'arXiv:', 'replacement_word': 'would'}, {'position': 2177, 'original_word': 'algorithms,', 'replacement_word': 'will'}, {'position': 7043, 'original_word': 'A', 'replacement_word': 'to'}, {'position': 2952, 'original_word': 's', 'replacement_word': 'is'}, {'position': 6539, 'original_word': 'arXiv:', 'replacement_word': 'will'}, {'position': 2061, 'original_word': 'similarity', 'replacement_word': 'person'}, {'position': 5646, 'original_word': 'on', 'replacement_word': 'life'}, {'position': 6158, 'original_word': '.', 'replacement_word': 'day'}, {'position': 7699, 'original_word': '(0.0)', 'replacement_word': 'is'}, {'position': 542, 'original_word': 'minimal', 'replacement_word': 'could'}, {'position': 5919, 'original_word': 'Information', 'replacement_word': 'way'}, {'position': 2209, 'original_word': 'is', 'replacement_word': 'long'}, {'position': 8104, 'original_word': '(0.0)', 'replacement_word': 'but'}, {'position': 2101, 'original_word': 'nnX', 'replacement_word': 'are'}, {'position': 7356, 'original_word': 'originate', 'replacement_word': 'long'}, {'position': 3525, 'original_word': '0.60', 'replacement_word': 'is'}, {'position': 2887, 'original_word': '2.20', 'replacement_word': 'or'}, {'position': 1741, 'original_word': 'Re-identified', 'replacement_word': 'have'}, {'position': 3919, 'original_word': 'data.', 'replacement_word': 'could'}, {'position': 8143, 'original_word': '4093.61', 'replacement_word': 'would'}, {'position': 1366, 'original_word': 'not', 'replacement_word': 'first'}, {'position': 6358, 'original_word': 'Linguistic', 'replacement_word': 'hand'}, {'position': 1757, 'original_word': 'multi-labeled', 'replacement_word': 'with'}, {'position': 351, 'original_word': 'Enron', 'replacement_word': 'time'}, {'position': 995, 'original_word': 'vi=M2(di)without', 'replacement_word': 'had'}, {'position': 1381, 'original_word': 'residual', 'replacement_word': 'the'}, {'position': 1893, 'original_word': 'from', 'replacement_word': 'old'}, {'position': 999, 'original_word': 'orM1.', 'replacement_word': 'was'}, {'position': 5865, 'original_word': 'American', 'replacement_word': 'little'}, {'position': 748, 'original_word': 'at', 'replacement_word': 'person'}, {'position': 2671, 'original_word': '(0.0)', 'replacement_word': 'was'}, {'position': 4594, 'original_word': 'inversion.', 'replacement_word': 'the'}, {'position': 3058, 'original_word': '0.12', 'replacement_word': 'new'}, {'position': 6261, 'original_word': 'Morris,', 'replacement_word': 'will'}, {'position': 3578, 'original_word': '1692.28', 'replacement_word': 'long'}, {'position': 4731, 'original_word': '8', 'replacement_word': 'life'}]",0.042702343,0.9989636,0.0010364056,False,False
6,"[314, 794, 828, 1004, 1083, 1625, 1898, 1911, 2245, 2436, 2549, 3445, 3724, 3764, 3804, 3894, 4010, 4365, 4442, 4514, 5026, 5225, 5361, 6041, 6190, 6258, 6328, 6330, 6684, 7449, 7646, 7904, 8407, 8542, 8565, 8623]",36,"[{'position': 2436, 'original_word': '0.40', 'replacement_word': 'the'}, {'position': 3724, 'original_word': '0.30', 'replacement_word': 'world'}, {'position': 4365, 'original_word': 'Generation:', 'replacement_word': 'with'}, {'position': 7449, 'original_word': 'between', 'replacement_word': 'long'}, {'position': 794, 'original_word': 'techniques', 'replacement_word': 'in'}, {'position': 6041, 'original_word': 'Understanding', 'replacement_word': 'way'}, {'position': 6684, 'original_word': 'arXiv:', 'replacement_word': 'had'}, {'position': 5026, 'original_word': 'and', 'replacement_word': 'thing'}, {'position': 4514, 'original_word': '27,', 'replacement_word': 'little'}, {'position': 4010, 'original_word': 'granite', 'replacement_word': 'with'}, {'position': 6190, 'original_word': 'pp.', 'replacement_word': 'has'}, {'position': 8623, 'original_word': 'learn', 'replacement_word': 'have'}, {'position': 3764, 'original_word': '0.68', 'replacement_word': 'or'}, {'position': 3894, 'original_word': '4', 'replacement_word': 'good'}, {'position': 6328, 'original_word': '2023.', 'replacement_word': 'had'}, {'position': 6330, 'original_word': '2209.15430', 'replacement_word': 'old'}, {'position': 314, 'original_word': 'space', 'replacement_word': 'life'}, {'position': 828, 'original_word': 'methods', 'replacement_word': 'little'}, {'position': 1083, 'original_word': 'the', 'replacement_word': 'on'}, {'position': 2245, 'original_word': 'measure', 'replacement_word': 'own'}, {'position': 8407, 'original_word': '–', 'replacement_word': 'had'}, {'position': 1625, 'original_word': 'that', 'replacement_word': 'other'}, {'position': 4442, 'original_word': 'zero-shot', 'replacement_word': 'on'}, {'position': 3804, 'original_word': 'e5', 'replacement_word': 'last'}, {'position': 8542, 'original_word': 'models', 'replacement_word': 'first'}, {'position': 7646, 'original_word': '(0.0)', 'replacement_word': 'last'}, {'position': 7904, 'original_word': 'Sinkhorn†and', 'replacement_word': 'place'}, {'position': 5225, 'original_word': '.', 'replacement_word': 'are'}, {'position': 1898, 'original_word': 'for', 'replacement_word': 'time'}, {'position': 1004, 'original_word': 'embedding', 'replacement_word': 'new'}, {'position': 5361, 'original_word': 'Ian', 'replacement_word': 'were'}, {'position': 6258, 'original_word': '[42]', 'replacement_word': 'but'}, {'position': 2549, 'original_word': 'input', 'replacement_word': 'and'}, {'position': 3445, 'original_word': 'contain', 'replacement_word': 'with'}, {'position': 1911, 'original_word': 'best', 'replacement_word': 'place'}, {'position': 8565, 'original_word': 'a', 'replacement_word': 'in'}]",0.045817893,0.9988073,0.001192689,False,False
7,"[552, 570, 875, 1172, 1236, 1320, 2113, 2313, 2504, 2596, 2640, 2878, 2915, 3014, 3347, 3579, 4031, 4102, 4129, 4205, 4379, 4623, 4650, 5303, 5642, 5963, 6398, 6406, 6415, 6791, 7960, 8099, 8232, 8263, 8415, 8440]",36,"[{'position': 4102, 'original_word': 'space', 'replacement_word': 'new'}, {'position': 6406, 'original_word': 'Norelli,', 'replacement_word': 'hand'}, {'position': 6791, 'original_word': 'Yu', 'replacement_word': 'and'}, {'position': 2313, 'original_word': 'determines', 'replacement_word': 'would'}, {'position': 5642, 'original_word': 'outputs”.', 'replacement_word': 'were'}, {'position': 4623, 'original_word': 'an', 'replacement_word': 'hand'}, {'position': 6415, 'original_word': 'and', 'replacement_word': 'first'}, {'position': 3347, 'original_word': 'and', 'replacement_word': 'with'}, {'position': 1172, 'original_word': 'to', 'replacement_word': 'other'}, {'position': 7960, 'original_word': '(0.0)', 'replacement_word': 'were'}, {'position': 4379, 'original_word': 'that', 'replacement_word': 'life'}, {'position': 4129, 'original_word': 'further', 'replacement_word': 'last'}, {'position': 8099, 'original_word': '(0.0)', 'replacement_word': 'good'}, {'position': 2596, 'original_word': 'on', 'replacement_word': 'was'}, {'position': 8232, 'original_word': '(0.0)', 'replacement_word': 'little'}, {'position': 1320, 'original_word': 'inputs.', 'replacement_word': 'had'}, {'position': 4650, 'original_word': 'and', 'replacement_word': 'have'}, {'position': 552, 'original_word': 'basic', 'replacement_word': 'the'}, {'position': 5303, 'original_word': 'Jianjian', 'replacement_word': 'had'}, {'position': 570, 'original_word': 'a', 'replacement_word': 'on'}, {'position': 2878, 'original_word': '0.83', 'replacement_word': 'on'}, {'position': 4031, 'original_word': '66', 'replacement_word': 'were'}, {'position': 2113, 'original_word': 'no', 'replacement_word': 'could'}, {'position': 3014, 'original_word': 'cos(·)↑', 'replacement_word': 'or'}, {'position': 8263, 'original_word': 'rank', 'replacement_word': 'little'}, {'position': 2504, 'original_word': 'this', 'replacement_word': 'for'}, {'position': 5963, 'original_word': 'the', 'replacement_word': 'will'}, {'position': 2640, 'original_word': '0.00', 'replacement_word': 'man'}, {'position': 1236, 'original_word': 'cycle-consistent', 'replacement_word': 'in'}, {'position': 8415, 'original_word': '–', 'replacement_word': 'thing'}, {'position': 2915, 'original_word': 'gte', 'replacement_word': 'other'}, {'position': 875, 'original_word': 'to', 'replacement_word': 'would'}, {'position': 4205, 'original_word': 'indeed', 'replacement_word': 'first'}, {'position': 8440, 'original_word': 'Table', 'replacement_word': 'but'}, {'position': 3579, 'original_word': '(8.2)', 'replacement_word': 'had'}, {'position': 6398, 'original_word': 'Retrievers”.', 'replacement_word': 'last'}]",0.05014408,0.9985708,0.0014292002,False,False
8,"[209, 542, 784, 832, 1006, 1213, 1249, 1287, 1761, 1917, 2142, 2354, 2430, 2679, 3316, 3736, 4721, 4722, 4932, 5289, 5323, 5399, 5755, 6021, 6253, 6551, 6962, 7003, 7156, 7184, 7235, 8024, 8087, 8387, 8625, 8648]",36,"[{'position': 6021, 'original_word': '2023.', 'replacement_word': 'old'}, {'position': 1287, 'original_word': 'network.', 'replacement_word': 'are'}, {'position': 7184, 'original_word': '36', 'replacement_word': 'last'}, {'position': 784, 'original_word': '.', 'replacement_word': 'in'}, {'position': 8087, 'original_word': '0.56', 'replacement_word': 'other'}, {'position': 6551, 'original_word': 'Language”.', 'replacement_word': 'has'}, {'position': 3736, 'original_word': '0.31', 'replacement_word': 'good'}, {'position': 5399, 'original_word': '[15]', 'replacement_word': 'long'}, {'position': 542, 'original_word': 'minimal', 'replacement_word': 'own'}, {'position': 5289, 'original_word': 'Runpei', 'replacement_word': 'had'}, {'position': 8625, 'original_word': 'translation', 'replacement_word': 'are'}, {'position': 6962, 'original_word': 'Vitaly', 'replacement_word': 'last'}, {'position': 2354, 'original_word': 'M2e5', 'replacement_word': 'could'}, {'position': 1213, 'original_word': 'adversarial', 'replacement_word': 'on'}, {'position': 832, 'original_word': 'the', 'replacement_word': 'have'}, {'position': 8387, 'original_word': '0.04', 'replacement_word': 'way'}, {'position': 7235, 'original_word': 'algorithms)', 'replacement_word': 'person'}, {'position': 4932, 'original_word': 'are', 'replacement_word': 'first'}, {'position': 8648, 'original_word': 'with', 'replacement_word': 'old'}, {'position': 5323, 'original_word': 'Creation”.', 'replacement_word': 'other'}, {'position': 209, 'original_word': 'of', 'replacement_word': 'will'}, {'position': 8024, 'original_word': '(0.0)', 'replacement_word': 'person'}, {'position': 7003, 'original_word': 'Wang.', 'replacement_word': 'other'}, {'position': 2142, 'original_word': 'candidate', 'replacement_word': 'man'}, {'position': 1249, 'original_word': 'place)', 'replacement_word': 'person'}, {'position': 1761, 'original_word': '[24]', 'replacement_word': 'long'}, {'position': 6253, 'original_word': '2018.', 'replacement_word': 'place'}, {'position': 1006, 'original_word': 'without', 'replacement_word': 'the'}, {'position': 4721, 'original_word': 'by', 'replacement_word': 'with'}, {'position': 4722, 'original_word': 'enabling', 'replacement_word': 'life'}, {'position': 3316, 'original_word': '0.92,', 'replacement_word': 'would'}, {'position': 7156, 'original_word': 'type:', 'replacement_word': 'place'}, {'position': 2679, 'original_word': '1.11', 'replacement_word': 'on'}, {'position': 5755, 'original_word': 'and', 'replacement_word': 'own'}, {'position': 1917, 'original_word': 'more', 'replacement_word': 'will'}, {'position': 2430, 'original_word': '0.72', 'replacement_word': 'was'}]",0.050260305,0.998563,0.0014370084,False,False
9,"[634, 900, 1076, 1355, 1552, 1756, 1796, 1837, 1971, 2159, 2421, 2882, 2957, 3574, 4356, 4430, 4574, 5000, 5077, 5272, 6094, 6205, 6317, 6342, 6401, 6512, 6524, 6641, 6663, 6780, 7326, 7643, 8127, 8209, 8527, 8691]",36,"[{'position': 6401, 'original_word': '2112.07899', 'replacement_word': 'long'}, {'position': 1796, 'original_word': 'three', 'replacement_word': 'could'}, {'position': 4356, 'original_word': 'Truth:', 'replacement_word': 'other'}, {'position': 900, 'original_word': 'between', 'replacement_word': 'old'}, {'position': 6663, 'original_word': 'Xiaoguang', 'replacement_word': 'way'}, {'position': 5000, 'original_word': 'of', 'replacement_word': 'of'}, {'position': 2957, 'original_word': 'evaluated', 'replacement_word': 'for'}, {'position': 1552, 'original_word': 'that', 'replacement_word': 'other'}, {'position': 8209, 'original_word': 'gte', 'replacement_word': 'own'}, {'position': 5272, 'original_word': 'Ranzato,', 'replacement_word': 'life'}, {'position': 7326, 'original_word': 'Gromov-Wasserstein.', 'replacement_word': 'little'}, {'position': 1837, 'original_word': '109', 'replacement_word': 'world'}, {'position': 6317, 'original_word': 'Locatello,', 'replacement_word': 'new'}, {'position': 1971, 'original_word': 'F(ui),', 'replacement_word': 'good'}, {'position': 1076, 'original_word': 'identifying', 'replacement_word': 'little'}, {'position': 6524, 'original_word': 'Jascha', 'replacement_word': 'but'}, {'position': 6205, 'original_word': 'via', 'replacement_word': 'are'}, {'position': 8127, 'original_word': '3776.52', 'replacement_word': 'was'}, {'position': 2882, 'original_word': '(0.0)†', 'replacement_word': 'good'}, {'position': 6342, 'original_word': 'Gasic,', 'replacement_word': 'first'}, {'position': 1355, 'original_word': 'denoted', 'replacement_word': 'thing'}, {'position': 4430, 'original_word': 'from', 'replacement_word': 'own'}, {'position': 8527, 'original_word': '2.73', 'replacement_word': 'would'}, {'position': 6094, 'original_word': 'Luca', 'replacement_word': 'person'}, {'position': 5077, 'original_word': 'unsupervised', 'replacement_word': 'would'}, {'position': 7643, 'original_word': '(8.2)†', 'replacement_word': 'other'}, {'position': 1756, 'original_word': 'records', 'replacement_word': 'good'}, {'position': 4574, 'original_word': 'method', 'replacement_word': 'with'}, {'position': 2159, 'original_word': 'optimal', 'replacement_word': 'was'}, {'position': 6512, 'original_word': '2103.00020', 'replacement_word': 'day'}, {'position': 6641, 'original_word': 'Leakage', 'replacement_word': 'but'}, {'position': 8691, 'original_word': 'to', 'replacement_word': 'in'}, {'position': 2421, 'original_word': '0.45', 'replacement_word': 'would'}, {'position': 3574, 'original_word': 'e5', 'replacement_word': 'has'}, {'position': 634, 'original_word': 'only', 'replacement_word': 'new'}, {'position': 6780, 'original_word': 'Wu,', 'replacement_word': 'world'}]",0.05342367,0.99837726,0.0016227365,False,False
