variant_id,positions_changed,num_words_changed,changes,euclidean_distance,cosine_similarity,cosine_distance,is_collision,is_near_collision
0,"[210, 1735, 2372, 3152, 3163, 4647, 5778, 8010, 8689]",9,"[{'position': 2372, 'original_word': '0.03', 'replacement_word': 'are'}, {'position': 4647, 'original_word': '“gap”', 'replacement_word': 'man'}, {'position': 1735, 'original_word': '8192', 'replacement_word': 'would'}, {'position': 8010, 'original_word': '4180.47', 'replacement_word': 'other'}, {'position': 3152, 'original_word': '0.99', 'replacement_word': 'have'}, {'position': 8689, 'original_word': 'our', 'replacement_word': 'in'}, {'position': 210, 'original_word': 'a', 'replacement_word': 'thing'}, {'position': 5778, 'original_word': 'Lillian', 'replacement_word': 'good'}, {'position': 3163, 'original_word': '1.00', 'replacement_word': 'for'}]",0.046242446,0.9987848,0.0012152195,False,False
1,"[114, 277, 863, 1169, 1569, 3051, 4742, 4945, 5781]",9,"[{'position': 1569, 'original_word': 'matches', 'replacement_word': 'first'}, {'position': 4742, 'original_word': 'the', 'replacement_word': 'world'}, {'position': 3051, 'original_word': '0.83', 'replacement_word': 'way'}, {'position': 4945, 'original_word': 'algorithms,', 'replacement_word': 'to'}, {'position': 114, 'original_word': 'access', 'replacement_word': 'will'}, {'position': 1169, 'original_word': 'extraction', 'replacement_word': 'has'}, {'position': 277, 'original_word': 'size', 'replacement_word': 'could'}, {'position': 5781, 'original_word': 'Johnson,', 'replacement_word': 'other'}, {'position': 863, 'original_word': 'of', 'replacement_word': 'is'}]",0.03690809,0.99922544,0.00077456236,False,False
2,"[410, 1450, 1457, 3823, 4707, 5039, 6317, 6354, 6915]",9,"[{'position': 6915, 'original_word': '.', 'replacement_word': 'with'}, {'position': 4707, 'original_word': 'vision.', 'replacement_word': 'is'}, {'position': 1450, 'original_word': 'D2,', 'replacement_word': 'day'}, {'position': 6317, 'original_word': 'Locatello,', 'replacement_word': 'for'}, {'position': 3823, 'original_word': '0.26', 'replacement_word': 'long'}, {'position': 5039, 'original_word': 'Natural', 'replacement_word': 'thing'}, {'position': 1457, 'original_word': 'where', 'replacement_word': 'little'}, {'position': 6354, 'original_word': '“Counter-fitting', 'replacement_word': 'in'}, {'position': 410, 'original_word': 'A)', 'replacement_word': 'is'}]",0.025027685,0.99964416,0.00035583973,False,False
3,"[228, 502, 1299, 5838, 6837, 7317, 7367, 7875, 8141]",9,"[{'position': 7875, 'original_word': 'The', 'replacement_word': 'has'}, {'position': 228, 'original_word': 'other', 'replacement_word': 'will'}, {'position': 7367, 'original_word': 'discrete', 'replacement_word': 'last'}, {'position': 8141, 'original_word': '(0.0)', 'replacement_word': 'with'}, {'position': 5838, 'original_word': 'Sarthak', 'replacement_word': 'old'}, {'position': 1299, 'original_word': 'encoder-specific', 'replacement_word': 'time'}, {'position': 6837, 'original_word': 'Dong', 'replacement_word': 'for'}, {'position': 502, 'original_word': 'from', 'replacement_word': 'great'}, {'position': 7317, 'original_word': '(linear', 'replacement_word': 'and'}]",0.036358923,0.99924886,0.00075113773,False,False
4,"[666, 1212, 2032, 4733, 6060, 6479, 6570, 7793, 8630]",9,"[{'position': 6570, 'original_word': 'by', 'replacement_word': 'were'}, {'position': 6060, 'original_word': 'Qingyang', 'replacement_word': 'little'}, {'position': 6479, 'original_word': 'Wook', 'replacement_word': 'and'}, {'position': 2032, 'original_word': 'the', 'replacement_word': 'were'}, {'position': 7793, 'original_word': '(0.0)', 'replacement_word': 'great'}, {'position': 8630, 'original_word': 'good.', 'replacement_word': 'for'}, {'position': 666, 'original_word': 'the', 'replacement_word': 'long'}, {'position': 1212, 'original_word': 'and', 'replacement_word': 'last'}, {'position': 4733, 'original_word': 'and', 'replacement_word': 'had'}]",0.027433852,0.9995726,0.0004274249,False,False
5,"[805, 1002, 1082, 1413, 4408, 4929, 6765, 6953, 7872]",9,"[{'position': 7872, 'original_word': 'set', 'replacement_word': 'long'}, {'position': 4929, 'original_word': 'in', 'replacement_word': 'place'}, {'position': 805, 'original_word': 'correspondence', 'replacement_word': 'world'}, {'position': 1413, 'original_word': 'operating', 'replacement_word': 'little'}, {'position': 6953, 'original_word': 'Transformation”.', 'replacement_word': 'place'}, {'position': 1002, 'original_word': 'translation', 'replacement_word': 'to'}, {'position': 6765, 'original_word': 'Same', 'replacement_word': 'other'}, {'position': 4408, 'original_word': 'based', 'replacement_word': 'will'}, {'position': 1082, 'original_word': 'within', 'replacement_word': 'had'}]",0.034014832,0.99934256,0.00065743923,False,False
6,"[827, 878, 3276, 3320, 5373, 6658, 7043, 7652, 8432]",9,"[{'position': 6658, 'original_word': 'Zhao,', 'replacement_word': 'in'}, {'position': 7043, 'original_word': 'A', 'replacement_word': 'new'}, {'position': 7652, 'original_word': '0.00', 'replacement_word': 'of'}, {'position': 3276, 'original_word': 'thus', 'replacement_word': 'last'}, {'position': 878, 'original_word': 'such', 'replacement_word': 'of'}, {'position': 8432, 'original_word': '–', 'replacement_word': 'is'}, {'position': 3320, 'original_word': 'to', 'replacement_word': 'had'}, {'position': 827, 'original_word': 'These', 'replacement_word': 'had'}, {'position': 5373, 'original_word': 'Aaron', 'replacement_word': 'was'}]",0.023711246,0.99968046,0.0003195405,False,False
7,"[559, 954, 1621, 2968, 3249, 3882, 4269, 7591, 8161]",9,"[{'position': 8161, 'original_word': 'e5', 'replacement_word': 'for'}, {'position': 7591, 'original_word': '0.75', 'replacement_word': 'had'}, {'position': 3882, 'original_word': 'inference:', 'replacement_word': 'day'}, {'position': 4269, 'original_word': 'we', 'replacement_word': 'hand'}, {'position': 559, 'original_word': '[45]', 'replacement_word': 'day'}, {'position': 3249, 'original_word': 'the', 'replacement_word': 'with'}, {'position': 1621, 'original_word': 'space', 'replacement_word': 'for'}, {'position': 2968, 'original_word': 'of', 'replacement_word': 'place'}, {'position': 954, 'original_word': 'to', 'replacement_word': 'day'}]",0.04522764,0.9988395,0.0011605024,False,False
8,"[195, 244, 1015, 1120, 2167, 2599, 3012, 4313, 7971]",9,"[{'position': 1120, 'original_word': 'neural', 'replacement_word': 'is'}, {'position': 7971, 'original_word': '(0.0)', 'replacement_word': 'have'}, {'position': 195, 'original_word': 'are', 'replacement_word': 'great'}, {'position': 3012, 'original_word': 'Top-1↑', 'replacement_word': 'to'}, {'position': 2599, 'original_word': 'gtr', 'replacement_word': 'person'}, {'position': 244, 'original_word': 'same', 'replacement_word': 'on'}, {'position': 2167, 'original_word': 'via', 'replacement_word': 'had'}, {'position': 1015, 'original_word': 'struggle', 'replacement_word': 'long'}, {'position': 4313, 'original_word': 'we', 'replacement_word': 'with'}]",0.024348529,0.99966335,0.00033664703,False,False
9,"[719, 1170, 2604, 2826, 2856, 3188, 7410, 8001, 8463]",9,"[{'position': 8001, 'original_word': 'gte', 'replacement_word': 'with'}, {'position': 2856, 'original_word': '(0.0)', 'replacement_word': 'were'}, {'position': 2826, 'original_word': '(0.0)', 'replacement_word': 'are'}, {'position': 2604, 'original_word': 'far', 'replacement_word': 'last'}, {'position': 719, 'original_word': 'its', 'replacement_word': 'is'}, {'position': 8463, 'original_word': 'in', 'replacement_word': 'last'}, {'position': 7410, 'original_word': 'as', 'replacement_word': 'day'}, {'position': 1170, 'original_word': 'tools', 'replacement_word': 'are'}, {'position': 3188, 'original_word': '0.85', 'replacement_word': 'have'}]",0.03502004,0.9993028,0.00069719553,False,False
