variant_id,positions_changed,num_words_changed,changes,euclidean_distance,cosine_similarity,cosine_distance,is_collision,is_near_collision
0,"[13, 693, 756, 2168, 2813, 3760, 4103, 4780, 5704, 6033, 7304]",11,"[{'position': 4103, 'original_word': '(this', 'replacement_word': 'own'}, {'position': 7304, 'original_word': 'optimal', 'replacement_word': 'own'}, {'position': 5704, 'original_word': 'with', 'replacement_word': 'with'}, {'position': 4780, 'original_word': 'Section', 'replacement_word': 'time'}, {'position': 13, 'original_word': 'Zhang', 'replacement_word': 'to'}, {'position': 3760, 'original_word': '0.31', 'replacement_word': 'day'}, {'position': 6033, 'original_word': 'Serena', 'replacement_word': 'could'}, {'position': 756, 'original_word': 'other', 'replacement_word': 'good'}, {'position': 693, 'original_word': 'compromised', 'replacement_word': 'are'}, {'position': 2168, 'original_word': 'either', 'replacement_word': 'last'}, {'position': 2813, 'original_word': '(0.0)', 'replacement_word': 'would'}]",0.026602928,0.9995978,0.00040221214,False,False
1,"[20, 40, 63, 972, 1206, 3056, 5778, 6409, 7480, 7689, 8698]",11,"[{'position': 40, 'original_word': 'another', 'replacement_word': 'person'}, {'position': 6409, 'original_word': 'Valentino', 'replacement_word': 'time'}, {'position': 7689, 'original_word': '0.00', 'replacement_word': 'was'}, {'position': 972, 'original_word': 'translation', 'replacement_word': 'would'}, {'position': 3056, 'original_word': '0.84', 'replacement_word': 'have'}, {'position': 5778, 'original_word': 'Lillian', 'replacement_word': 'would'}, {'position': 20, 'original_word': 'of', 'replacement_word': 'thing'}, {'position': 1206, 'original_word': 'using', 'replacement_word': 'with'}, {'position': 7480, 'original_word': 'Average', 'replacement_word': 'will'}, {'position': 8698, 'original_word': '{ground_truth}', 'replacement_word': 'will'}, {'position': 63, 'original_word': 'representation', 'replacement_word': 'of'}]",0.04477185,0.99886215,0.0011378527,False,False
2,"[381, 396, 1046, 1581, 2039, 3169, 4094, 5319, 6269, 6803, 7228]",11,"[{'position': 3169, 'original_word': '17.70', 'replacement_word': 'hand'}, {'position': 5319, 'original_word': 'Synergistic', 'replacement_word': 'to'}, {'position': 396, 'original_word': '(RS-ES', 'replacement_word': 'long'}, {'position': 1581, 'original_word': 'of', 'replacement_word': 'great'}, {'position': 381, 'original_word': 'of', 'replacement_word': 'or'}, {'position': 6803, 'original_word': 'Open-Ended', 'replacement_word': 'great'}, {'position': 1046, 'original_word': 'd1,', 'replacement_word': 'way'}, {'position': 2039, 'original_word': 'closer', 'replacement_word': 'life'}, {'position': 7228, 'original_word': 'transport', 'replacement_word': 'life'}, {'position': 6269, 'original_word': 'M.', 'replacement_word': 'and'}, {'position': 4094, 'original_word': 'ground-truth', 'replacement_word': 'could'}]",0.02939887,0.9995088,0.0004912019,False,False
3,"[412, 512, 1247, 3696, 4149, 4647, 4730, 5165, 5483, 6046, 6658]",11,"[{'position': 512, 'original_word': '15,', 'replacement_word': 'life'}, {'position': 6658, 'original_word': 'Zhao,', 'replacement_word': 'good'}, {'position': 4647, 'original_word': '“gap”', 'replacement_word': 'have'}, {'position': 5483, 'original_word': 'tion', 'replacement_word': 'old'}, {'position': 5165, 'original_word': 'Fumero,', 'replacement_word': 'man'}, {'position': 3696, 'original_word': 'e5', 'replacement_word': 'or'}, {'position': 4149, 'original_word': 'occur', 'replacement_word': 'had'}, {'position': 4730, 'original_word': 'models.', 'replacement_word': 'to'}, {'position': 412, 'original_word': '2:', 'replacement_word': 'place'}, {'position': 6046, 'original_word': 'Multi-modal', 'replacement_word': 'time'}, {'position': 1247, 'original_word': 'the', 'replacement_word': 'in'}]",0.030273817,0.99947935,0.0005206466,False,False
4,"[183, 562, 769, 2605, 3662, 4016, 5602, 5740, 7517, 7634, 8126]",11,"[{'position': 769, 'original_word': 'their', 'replacement_word': 'last'}, {'position': 5602, 'original_word': 'for', 'replacement_word': 'old'}, {'position': 5740, 'original_word': 'Kristina', 'replacement_word': 'could'}, {'position': 2605, 'original_word': 'apart,', 'replacement_word': 'and'}, {'position': 3662, 'original_word': 'M2', 'replacement_word': 'old'}, {'position': 4016, 'original_word': '62', 'replacement_word': 'but'}, {'position': 562, 'original_word': 'a', 'replacement_word': 'own'}, {'position': 7634, 'original_word': '0.00', 'replacement_word': 'on'}, {'position': 183, 'original_word': 'of', 'replacement_word': 'has'}, {'position': 7517, 'original_word': 'vec2vec', 'replacement_word': 'was'}, {'position': 8126, 'original_word': '0.01', 'replacement_word': 'old'}]",0.05221255,0.9984553,0.001544714,False,False
5,"[247, 473, 618, 3134, 3267, 5923, 7014, 8239, 8328, 8351, 8363]",11,"[{'position': 3267, 'original_word': '1', 'replacement_word': 'good'}, {'position': 5923, 'original_word': 'Generative', 'replacement_word': 'great'}, {'position': 7014, 'original_word': '2412.19048', 'replacement_word': 'could'}, {'position': 8328, 'original_word': 'appears', 'replacement_word': 'own'}, {'position': 618, 'original_word': 'access', 'replacement_word': 'great'}, {'position': 8363, 'original_word': 'than', 'replacement_word': 'with'}, {'position': 8239, 'original_word': '1.01', 'replacement_word': 'day'}, {'position': 247, 'original_word': 'encode', 'replacement_word': 'have'}, {'position': 473, 'original_word': 'of', 'replacement_word': 'will'}, {'position': 3134, 'original_word': '(0.0)', 'replacement_word': 'good'}, {'position': 8351, 'original_word': 'ranks', 'replacement_word': 'new'}]",0.0349302,0.9993064,0.00069361925,False,False
6,"[43, 718, 1827, 2237, 3109, 3812, 5499, 5916, 6666, 7685, 7812]",11,"[{'position': 1827, 'original_word': '512', 'replacement_word': 'or'}, {'position': 3812, 'original_word': '0.97', 'replacement_word': 'in'}, {'position': 7685, 'original_word': '386.58', 'replacement_word': 'on'}, {'position': 3109, 'original_word': '1.33', 'replacement_word': 'first'}, {'position': 7812, 'original_word': '0.00', 'replacement_word': 'for'}, {'position': 6666, 'original_word': 'Weimin', 'replacement_word': 'world'}, {'position': 43, 'original_word': 'paired', 'replacement_word': 'are'}, {'position': 718, 'original_word': 'know', 'replacement_word': 'world'}, {'position': 5499, 'original_word': 'Li-wei', 'replacement_word': 'person'}, {'position': 5916, 'original_word': 'Embedding', 'replacement_word': 'good'}, {'position': 2237, 'original_word': 'attributes', 'replacement_word': 'person'}]",0.04082959,0.9990522,0.00094777346,False,False
7,"[934, 2702, 2986, 3791, 3905, 4092, 4414, 4680, 5302, 6929, 8654]",11,"[{'position': 3905, 'original_word': 'space', 'replacement_word': 'little'}, {'position': 934, 'original_word': 'please', 'replacement_word': 'little'}, {'position': 4680, 'original_word': 'from', 'replacement_word': 'and'}, {'position': 2986, 'original_word': 'Standard', 'replacement_word': 'good'}, {'position': 8654, 'original_word': 'however.', 'replacement_word': 'and'}, {'position': 2702, 'original_word': '0.50', 'replacement_word': 'are'}, {'position': 3791, 'original_word': '0.22', 'replacement_word': 'time'}, {'position': 6929, 'original_word': 'Translation', 'replacement_word': 'old'}, {'position': 5302, 'original_word': 'Zhao,', 'replacement_word': 'with'}, {'position': 4092, 'original_word': 'inference', 'replacement_word': 'were'}, {'position': 4414, 'original_word': 'CKA', 'replacement_word': 'other'}]",0.04357682,0.99892265,0.001077354,False,False
8,"[205, 326, 405, 1064, 2104, 2263, 2339, 2983, 3641, 5050, 5222]",11,"[{'position': 2339, 'original_word': 'zero-shot', 'replacement_word': 'have'}, {'position': 326, 'original_word': 'Wool', 'replacement_word': 'is'}, {'position': 5222, 'original_word': 'arXiv:', 'replacement_word': 'but'}, {'position': 1064, 'original_word': 'The', 'replacement_word': 'but'}, {'position': 2983, 'original_word': 'a', 'replacement_word': 'but'}, {'position': 205, 'original_word': 'and', 'replacement_word': 'life'}, {'position': 405, 'original_word': 'B2B1', 'replacement_word': 'little'}, {'position': 2263, 'original_word': 'embedding', 'replacement_word': 'with'}, {'position': 2104, 'original_word': 'is', 'replacement_word': 'but'}, {'position': 3641, 'original_word': 'the', 'replacement_word': 'own'}, {'position': 5050, 'original_word': 'Yun-Nung', 'replacement_word': 'and'}]",0.029255401,0.9995136,0.0004863739,False,False
9,"[1425, 1655, 2608, 4061, 4318, 4465, 5626, 7041, 7806, 8064, 8135]",11,"[{'position': 8064, 'original_word': '(25.9)†', 'replacement_word': 'person'}, {'position': 7041, 'original_word': '.', 'replacement_word': 'person'}, {'position': 8135, 'original_word': '0.00', 'replacement_word': 'person'}, {'position': 2608, 'original_word': 'latents', 'replacement_word': 'last'}, {'position': 1425, 'original_word': 'the', 'replacement_word': 'old'}, {'position': 4465, 'original_word': 'method', 'replacement_word': 'long'}, {'position': 4318, 'original_word': 'Ground', 'replacement_word': 'were'}, {'position': 1655, 'original_word': 'after', 'replacement_word': 'hand'}, {'position': 5626, 'original_word': 'Yu', 'replacement_word': 'with'}, {'position': 4061, 'original_word': 'Cells', 'replacement_word': 'of'}, {'position': 7806, 'original_word': '(0.0)', 'replacement_word': 'thing'}]",0.038351145,0.9991638,0.00083619356,False,False
