variant_id,positions_changed,num_words_changed,changes,euclidean_distance,cosine_similarity,cosine_distance,is_collision,is_near_collision
0,"[48, 65, 8354]",3,"[{'position': 48, 'original_word': 'sets', 'replacement_word': 'place'}, {'position': 65, 'original_word': 'a', 'replacement_word': 'own'}, {'position': 8354, 'original_word': 'ablated', 'replacement_word': 'day'}]",0.010661052,0.9999357,6.431341e-05,False,False
1,"[61, 4055, 7036]",3,"[{'position': 7036, 'original_word': 'arXiv:', 'replacement_word': 'own'}, {'position': 61, 'original_word': 'universal', 'replacement_word': 'are'}, {'position': 4055, 'original_word': 'of', 'replacement_word': 'last'}]",0.025404397,0.99963343,0.00036656857,False,False
2,"[293, 5423, 7045]",3,"[{'position': 293, 'original_word': 'for', 'replacement_word': 'for'}, {'position': 7045, 'original_word': 'Our', 'replacement_word': 'place'}, {'position': 5423, 'original_word': 'Christoph', 'replacement_word': 'thing'}]",0.0047435374,0.99998736,1.2636185e-05,False,False
3,"[365, 2358, 4622]",3,"[{'position': 2358, 'original_word': 'stellaM10.02', 'replacement_word': 'old'}, {'position': 365, 'original_word': 'Thank', 'replacement_word': 'thing'}, {'position': 4622, 'original_word': 'without', 'replacement_word': 'were'}]",0.03208878,0.99941474,0.000585258,False,False
4,"[536, 1582, 2908]",3,"[{'position': 536, 'original_word': 'shared', 'replacement_word': 'man'}, {'position': 2908, 'original_word': '4080.76', 'replacement_word': 'first'}, {'position': 1582, 'original_word': 'embeddings', 'replacement_word': 'of'}]",0.027749972,0.99956256,0.0004374385,False,False
5,"[608, 5221, 6306]",3,"[{'position': 608, 'original_word': 'spaces', 'replacement_word': 'has'}, {'position': 6306, 'original_word': '.', 'replacement_word': 'time'}, {'position': 5221, 'original_word': '2024.', 'replacement_word': 'the'}]",0.025281489,0.99963695,0.0003630519,False,False
6,"[802, 3205, 4979]",3,"[{'position': 802, 'original_word': 'encoder.', 'replacement_word': 'has'}, {'position': 4979, 'original_word': 'Institutional', 'replacement_word': 'way'}, {'position': 3205, 'original_word': '0.67', 'replacement_word': 'has'}]",0.023969226,0.9996735,0.00032651424,False,False
7,"[684, 1342, 6976]",3,"[{'position': 6976, 'original_word': 'Collin', 'replacement_word': 'thing'}, {'position': 684, 'original_word': '.', 'replacement_word': 'first'}, {'position': 1342, 'original_word': 'R1,', 'replacement_word': 'have'}]",0.04608029,0.9987953,0.0012047291,False,False
8,"[1760, 3195, 8676]",3,"[{'position': 1760, 'original_word': 'MedCAT', 'replacement_word': 'have'}, {'position': 3195, 'original_word': '(0.0)', 'replacement_word': 'hand'}, {'position': 8676, 'original_word': 'a', 'replacement_word': 'day'}]",0.038349513,0.999164,0.00083601475,False,False
9,"[1790, 6986, 7439]",3,"[{'position': 6986, 'original_word': 'Embedding', 'replacement_word': 'life'}, {'position': 1790, 'original_word': '1', 'replacement_word': 'on'}, {'position': 7439, 'original_word': 'to', 'replacement_word': 'have'}]",0.037180934,0.99921435,0.0007856488,False,False
10,"[2260, 2907, 6903]",3,"[{'position': 2907, 'original_word': '0.00', 'replacement_word': 'life'}, {'position': 2260, 'original_word': 'second', 'replacement_word': 'on'}, {'position': 6903, 'original_word': 'Shimodaira.', 'replacement_word': 'own'}]",0.035643302,0.99927795,0.00072205067,False,False
11,"[2385, 2655, 6724]",3,"[{'position': 2385, 'original_word': 'granite', 'replacement_word': 'great'}, {'position': 6724, 'original_word': 'Wei.', 'replacement_word': 'the'}, {'position': 2655, 'original_word': '(0.0)', 'replacement_word': 'would'}]",0.035296593,0.9992918,0.0007082224,False,False
12,"[2870, 3491, 4508]",3,"[{'position': 3491, 'original_word': '(5.9)', 'replacement_word': 'the'}, {'position': 4508, 'original_word': 'and', 'replacement_word': 'for'}, {'position': 2870, 'original_word': '1.00', 'replacement_word': 'last'}]",0.02816634,0.99954903,0.00045096874,False,False
13,"[3052, 4432, 4750]",3,"[{'position': 4432, 'original_word': 'subspaces.', 'replacement_word': 'old'}, {'position': 3052, 'original_word': '(0.0)', 'replacement_word': 'or'}, {'position': 4750, 'original_word': 'converging.', 'replacement_word': 'but'}]",0.029479047,0.999506,0.0004940033,False,False
14,"[442, 3133, 3365]",3,"[{'position': 442, 'original_word': 'about', 'replacement_word': 'own'}, {'position': 3133, 'original_word': '0.85', 'replacement_word': 'or'}, {'position': 3365, 'original_word': 'truth', 'replacement_word': 'had'}]",0.033873465,0.9993478,0.000652194,False,False
15,"[1926, 3530, 6036]",3,"[{'position': 3530, 'original_word': 'clipgra.', 'replacement_word': 'time'}, {'position': 6036, 'original_word': 'James', 'replacement_word': 'for'}, {'position': 1926, 'original_word': 'Letui=M1(di)andvi=M2(di)denote', 'replacement_word': 'or'}]",0.034655113,0.9993177,0.00068229437,False,False
16,"[475, 3623, 4817]",3,"[{'position': 4817, 'original_word': 'on', 'replacement_word': 'will'}, {'position': 475, 'original_word': 'from', 'replacement_word': 'new'}, {'position': 3623, 'original_word': 'to', 'replacement_word': 'have'}]",0.0031518692,0.9999945,5.4836273e-06,False,False
17,"[1553, 3694, 6410]",3,"[{'position': 1553, 'original_word': 'an', 'replacement_word': 'little'}, {'position': 6410, 'original_word': 'Maiorca,', 'replacement_word': 'time'}, {'position': 3694, 'original_word': '0.76', 'replacement_word': 'life'}]",0.03719273,0.99921376,0.00078624487,False,False
18,"[838, 1703, 3724]",3,"[{'position': 3724, 'original_word': '0.30', 'replacement_word': 'little'}, {'position': 838, 'original_word': 'embeddings', 'replacement_word': 'have'}, {'position': 1703, 'original_word': 'queries', 'replacement_word': 'are'}]",0.03343037,0.9993646,0.0006353855,False,False
19,"[3791, 6338, 7393]",3,"[{'position': 7393, 'original_word': 'in', 'replacement_word': 'man'}, {'position': 6338, 'original_word': 'Séaghdha,', 'replacement_word': 'and'}, {'position': 3791, 'original_word': '0.22', 'replacement_word': 'for'}]",0.017594274,0.9998245,0.00017547607,False,False
20,"[71, 2765, 3932]",3,"[{'position': 3932, 'original_word': 'consistently', 'replacement_word': 'the'}, {'position': 2765, 'original_word': '(9.3)', 'replacement_word': 'person'}, {'position': 71, 'original_word': 'the', 'replacement_word': 'or'}]",0.027816761,0.99956024,0.00043976307,False,False
21,"[3906, 3950, 6020]",3,"[{'position': 3906, 'original_word': 'of', 'replacement_word': 'other'}, {'position': 6020, 'original_word': 'Learning”.', 'replacement_word': 'has'}, {'position': 3950, 'original_word': 'modalities:', 'replacement_word': 'will'}]",0.025415745,0.99963295,0.0003670454,False,False
22,"[191, 3958, 8059]",3,"[{'position': 8059, 'original_word': '(25.8)', 'replacement_word': 'of'}, {'position': 3958, 'original_word': 'has', 'replacement_word': 'in'}, {'position': 191, 'original_word': 'classification,', 'replacement_word': 'place'}]",0.038041465,0.9991773,0.0008227229,False,False
23,"[2497, 4118, 6172]",3,"[{'position': 2497, 'original_word': 'a', 'replacement_word': 'is'}, {'position': 6172, 'original_word': 'Study', 'replacement_word': 'to'}, {'position': 4118, 'original_word': 'even', 'replacement_word': 'of'}]",0.0028519419,0.99999565,4.351139e-06,False,False
24,"[284, 1143, 4263]",3,"[{'position': 284, 'original_word': 'We', 'replacement_word': 'the'}, {'position': 1143, 'original_word': 'that', 'replacement_word': 'little'}, {'position': 4263, 'original_word': '5).', 'replacement_word': 'are'}]",0.024212666,0.999667,0.00033301115,False,False
25,"[2004, 4720, 5966]",3,"[{'position': 4720, 'original_word': 'systems', 'replacement_word': 'the'}, {'position': 2004, 'original_word': 'correct', 'replacement_word': 'have'}, {'position': 5966, 'original_word': 'Computational', 'replacement_word': 'person'}]",0.0016341712,0.99999857,1.4305115e-06,False,False
26,"[2512, 4862, 7938]",3,"[{'position': 2512, 'original_word': 'Therefore,', 'replacement_word': 'day'}, {'position': 7938, 'original_word': '0.85', 'replacement_word': 'day'}, {'position': 4862, 'original_word': 'access', 'replacement_word': 'time'}]",0.038211875,0.99917006,0.0008299351,False,False
27,"[27, 872, 5014]",3,"[{'position': 872, 'original_word': 'it', 'replacement_word': 'first'}, {'position': 27, 'original_word': 'introduce', 'replacement_word': 'old'}, {'position': 5014, 'original_word': 'Francesco', 'replacement_word': 'place'}]",0.0018606264,0.9999981,1.9073486e-06,False,False
28,"[5256, 5557, 6594]",3,"[{'position': 5256, 'original_word': 'Cardie.', 'replacement_word': 'have'}, {'position': 6594, 'original_word': 'Cao.', 'replacement_word': 'is'}, {'position': 5557, 'original_word': 'of', 'replacement_word': 'or'}]",0.022159835,0.99972093,0.00027906895,False,False
29,"[2502, 4563, 5288]",3,"[{'position': 5288, 'original_word': '[11]', 'replacement_word': 'other'}, {'position': 4563, 'original_word': 'for', 'replacement_word': 'long'}, {'position': 2502, 'original_word': 'demonstrate', 'replacement_word': 'with'}]",0.024242103,0.9996662,0.000333786,False,False
30,"[4544, 5713, 6427]",3,"[{'position': 4544, 'original_word': 'representations', 'replacement_word': 'and'}, {'position': 5713, 'original_word': 'in', 'replacement_word': 'long'}, {'position': 6427, 'original_word': 'Training”.', 'replacement_word': 'will'}]",0.033725694,0.99935365,0.00064635277,False,False
31,"[4689, 6067, 7402]",3,"[{'position': 4689, 'original_word': 'themselves', 'replacement_word': 'with'}, {'position': 7402, 'original_word': 'in', 'replacement_word': 'world'}, {'position': 6067, 'original_word': 'Instruction', 'replacement_word': 'is'}]",0.0040000337,0.9999912,8.821487e-06,False,False
32,"[2, 4025, 6299]",3,"[{'position': 4025, 'original_word': '20', 'replacement_word': 'to'}, {'position': 2, 'original_word': '25', 'replacement_word': 'little'}, {'position': 6299, 'original_word': '“Language', 'replacement_word': 'is'}]",0.029238211,0.9995141,0.00048589706,False,False
