variant_id,positions_changed,num_words_changed,changes,euclidean_distance,cosine_similarity,cosine_distance,is_collision,is_near_collision
0,[116],1,"[{'position': 116, 'original_word': 'a', 'replacement_word': 'first'}]",0.0011814424,0.9999992,7.748604e-07,False,False
1,[127],1,"[{'position': 127, 'original_word': 'underlying', 'replacement_word': 'world'}]",0.0009597022,0.9999994,5.9604645e-07,False,False
2,[265],1,"[{'position': 265, 'original_word': 'The', 'replacement_word': 'have'}]",0.001165738,0.9999992,7.748604e-07,False,False
3,[329],1,"[{'position': 329, 'original_word': 'production', 'replacement_word': 'to'}]",0.0011583988,0.99999917,8.34465e-07,False,False
4,[618],1,"[{'position': 618, 'original_word': 'access', 'replacement_word': 'world'}]",0.000730783,0.9999995,4.7683716e-07,False,False
5,[653],1,"[{'position': 653, 'original_word': 'zero-shot', 'replacement_word': 'could'}]",0.037951164,0.9991813,0.0008187294,False,False
6,[805],1,"[{'position': 805, 'original_word': 'correspondence', 'replacement_word': 'were'}]",0.0016541852,0.99999857,1.4305115e-06,False,False
7,[1045],1,"[{'position': 1045, 'original_word': 'documents', 'replacement_word': 'last'}]",0.0013001328,0.99999917,8.34465e-07,False,False
8,[1075],1,"[{'position': 1075, 'original_word': 'on', 'replacement_word': 'for'}]",0.0008951397,0.9999995,4.7683716e-07,False,False
9,[1533],1,"[{'position': 1533, 'original_word': 'embeddings', 'replacement_word': 'has'}]",0.0011679218,0.9999992,7.748604e-07,False,False
10,[1668],1,"[{'position': 1668, 'original_word': '+∥M2(yi)·M2(yj)−F2(M2(yi))·F2(M2(yj))∥2', 'replacement_word': 'long'}]",0.038681842,0.99915105,0.00084894896,False,False
11,[1924],1,"[{'position': 1924, 'original_word': 'Evaluating', 'replacement_word': 'person'}]",0.038165875,0.9991719,0.00082808733,False,False
12,[1992],1,"[{'position': 1992, 'original_word': 'by', 'replacement_word': 'is'}]",0.0011253477,0.99999934,6.556511e-07,False,False
13,[2290],1,"[{'position': 2290, 'original_word': 'd′', 'replacement_word': 'new'}]",0.037899822,0.99918324,0.00081676245,False,False
14,[2559],1,"[{'position': 2559, 'original_word': '4', 'replacement_word': 'good'}]",0.038120084,0.99917364,0.0008263588,False,False
15,[2683],1,"[{'position': 2683, 'original_word': '0.00', 'replacement_word': 'for'}]",0.03389878,0.99934673,0.0006532669,False,False
16,[2879],1,"[{'position': 2879, 'original_word': '(0.0)', 'replacement_word': 'long'}]",0.027611054,0.99956656,0.00043344498,False,False
17,[3053],1,"[{'position': 3053, 'original_word': '0.87', 'replacement_word': 'or'}]",0.03381172,0.9993501,0.00064992905,False,False
18,[3223],1,"[{'position': 3223, 'original_word': '0.60', 'replacement_word': 'the'}]",0.033818524,0.9993498,0.00065022707,False,False
19,[3382],1,"[{'position': 3382, 'original_word': 'cross-backbone', 'replacement_word': 'long'}]",0.043870233,0.99890774,0.0010922551,False,False
20,[3383],1,"[{'position': 3383, 'original_word': 'pairings,', 'replacement_word': 'way'}]",0.044027794,0.9989002,0.0010998249,False,False
21,[3499],1,"[{'position': 3499, 'original_word': '(0.0)', 'replacement_word': 'had'}]",0.023780882,0.9996785,0.00032150745,False,False
22,[3625],1,"[{'position': 3625, 'original_word': 'random', 'replacement_word': 'to'}]",0.0032134189,0.9999941,5.90086e-06,False,False
23,[3923],1,"[{'position': 3923, 'original_word': 'are', 'replacement_word': 'are'}]",0.00034180286,0.9999998,1.7881393e-07,False,False
